3
100
0.051691,0.318083
0.070479,0.165771
0.310798,0.179067
0.270665,0.089690
0.097559,0.293470
0.296330,0.188126
0.153666,0.204653
0.225166,0.077444
0.143960,0.158526
0.248891,0.050511
0.034637,0.198098
0.168285,0.156909
0.115722,0.208046
0.299338,0.148194
0.088068,0.099761
0.034483,0.139759
0.084511,0.104962
0.305530,0.061975
0.284028,0.242862
0.151666,0.048254
0.202999,0.114662
0.236380,0.023331
0.319316,0.128212
0.100775,0.129942
0.286738,0.016333
0.180453,0.321376
0.214431,0.015405
0.144951,0.330152
0.223451,0.110956
0.145013,0.311519
0.210717,0.179496
0.117945,0.295227
0.284458,0.090142
0.357203,0.568486
0.666337,0.508868
0.616740,0.536003
0.623531,0.519786
0.559334,0.609513
0.647999,0.660109
0.406122,0.601404
0.343109,0.586575
0.589446,0.557539
0.601980,0.401064
0.554358,0.492098
0.512019,0.366038
0.470283,0.389403
0.545535,0.588228
0.351297,0.496659
0.345037,0.375166
0.398479,0.344707
0.550701,0.348552
0.547376,0.507565
0.535006,0.440043
0.450412,0.516338
0.433485,0.523200
0.451075,0.443261
0.443109,0.373854
0.334134,0.378422
0.441585,0.555159
0.537186,0.620271
0.587864,0.340803
0.343007,0.466732
0.595698,0.360970
0.630058,0.607401
0.402803,0.361870
0.618774,0.620170
0.710423,0.832817
0.794402,0.912095
0.939527,0.911480
0.761766,0.706345
0.768014,0.879508
0.816273,0.877789
0.920028,0.817073
0.922877,0.694946
0.705566,0.793397
0.981884,0.960096
0.800866,0.991557
0.760162,0.729897
0.685860,0.723553
0.670631,0.755329
0.752090,0.956072
0.708833,0.795846
0.788889,0.836568
0.707941,0.728416
0.748049,0.803040
0.768094,0.849396
0.682548,0.917701
0.727185,0.935909
0.734774,0.983396
0.964189,0.773673
0.776792,0.946072
0.733769,0.910992
0.937629,0.827264
0.974222,0.956823
0.884150,0.978187
0.712152,0.969573
0.934259,0.754319
0.765419,0.723148
0.924220,0.806693
