6
100
0.004665,0.024801
0.124997,0.049280
0.156795,0.058044
0.120588,0.031963
0.145609,0.024360
0.087938,0.081886
0.079291,0.064392
0.091312,0.103565
0.025139,0.072937
0.106575,0.012154
0.114494,0.025352
0.089930,0.005765
0.130869,0.134110
0.090124,0.061796
0.023512,0.000329
0.139475,0.028176
0.191796,0.264472
0.244123,0.181925
0.322516,0.198045
0.213888,0.301459
0.222405,0.301826
0.216678,0.301696
0.199551,0.307990
0.238594,0.224690
0.214260,0.178502
0.236843,0.328754
0.203854,0.326773
0.167853,0.168056
0.294216,0.257977
0.229852,0.317728
0.258306,0.202661
0.179237,0.283436
0.467133,0.423361
0.465361,0.456316
0.454738,0.345915
0.424441,0.343810
0.481074,0.474452
0.478839,0.347292
0.449109,0.384099
0.405315,0.496702
0.395935,0.475492
0.492124,0.433122
0.468931,0.493310
0.434512,0.429814
0.417954,0.497697
0.414208,0.342927
0.367024,0.426779
0.459696,0.334157
0.516806,0.591724
0.623806,0.638211
0.604306,0.548247
0.648688,0.585380
0.522699,0.627527
0.599339,0.638475
0.511626,0.504653
0.635177,0.574228
0.646812,0.627301
0.507350,0.615743
0.620611,0.608528
0.545557,0.538565
0.606225,0.626432
0.548158,0.639916
0.553211,0.507855
0.640739,0.570018
0.766245,0.764545
0.708229,0.703884
0.812791,0.690250
0.789265,0.668824
0.817777,0.721937
0.807298,0.829403
0.726590,0.775809
0.736964,0.706735
0.736443,0.744314
0.822478,0.690387
0.686175,0.701368
0.728952,0.792400
0.827800,0.777110
0.765649,0.714345
0.784965,0.739722
0.784362,0.717877
0.837600,0.992591
0.921761,0.983724
0.849508,0.877692
0.985881,0.833952
0.932962,0.959846
0.996689,0.992885
0.902322,0.900320
0.866287,0.972098
0.977967,0.855431
0.995819,0.997476
0.890133,0.891437
0.956543,0.884600
0.835214,0.888859
0.932278,0.953512
0.961914,0.883307
0.838055,0.966180
